cycle,environment_temperature,nominal_capacity
44,3,0.9376679335480769
44,4,0.9643516379563395
44,5,0.9910353423646021
44,6,1.0177190467728647
44,7,1.0444027511811274
44,8,1.07108645558939
44,9,1.0977701599976526
44,10,1.1244538644059152
44,11,1.1511375688141778
44,12,1.1778212732224405
44,13,1.204504977630703
44,14,1.2311886820389657
44,15,1.2578723864472283
44,16,1.284556090855491
44,17,1.3112397952637536
44,18,1.3379234996720162
44,19,1.3646072040802788
44,20,1.3912909084885414
44,21,1.417974612896804
44,22,1.4446583173050667
44,23,1.4713420217133293
44,24,1.498025726121592
44,25,1.5247094305298545
44,26,1.5513931349381171
44,27,1.5780768393463798
44,28,1.6047605437546424
44,29,1.631444248162905
44,30,1.6581279525711676
44,31,1.6848116569794302
44,32,1.7114953613876929
44,33,1.7381790657959555
44,34,1.7648627702042181
44,35,1.7915464746124807
44,36,1.8182301790207434
44,37,1.844913883429006
44,38,1.8715975878372684
44,39,1.898281292245531
44,40,1.9249649966537936
44,41,1.9516487010620562
44,42,1.9783324054703189
44,43,2.0050161098785813
44,44,2.031699814286844
44,45,2.0583835186951065
44,46,2.085067223103369
44,47,2.1117509275116317
44,48,2.1384346319198944
44,49,2.165118336328157
44,50,2.165118336328157
45,1,0.8823137004698083
45,2,0.9089974048780709
45,3,0.9356811092863335
45,4,0.9623648136945961
45,5,0.9890485181028588
45,6,1.0157322225111214
45,7,1.042415926919384
45,8,1.0690996313276466
45,9,1.0957833357359092
45,10,1.1224670401441719
45,11,1.1491507445524345
45,12,1.175834448960697
45,13,1.2025181533689597
45,14,1.2292018577772224
45,15,1.255885562185485
45,16,1.2825692665937476
45,17,1.3092529710020102
45,18,1.3359366754102728
45,19,1.3626203798185355
45,20,1.389304084226798
45,21,1.4159877886350607
45,22,1.4426714930433233
45,23,1.469355197451586
45,24,1.4960389018598486
45,25,1.5227226062681112
45,26,1.5494063106763738
45,27,1.5760900150846364
45,28,1.602773719492899
45,29,1.6294574239011617
45,30,1.6561411283094243
45,31,1.682824832717687
45,32,1.7095085371259495
45,33,1.7361922415342121
45,34,1.7628759459424748
45,35,1.7895596503507374
45,36,1.816243354759
45,37,1.8429270591672626
45,38,1.869610763575525
45,39,1.8962944679837876
45,40,1.9229781723920503
45,41,1.9496618768003129
45,42,1.9763455812085755
45,43,2.0030292856168384
45,44,2.029712990025101
45,45,2.0563966944333636
45,46,2.083080398841626
45,47,2.109764103249889
45,48,2.1364478076581515
45,49,2.163131512066414
45,50,2.163131512066414
46,1,0.8803268762080649
46,2,0.9070105806163276
46,3,0.9336942850245902
46,4,0.9603779894328528
46,5,0.9870616938411154
46,6,1.013745398249378
46,7,1.0404291026576407
46,8,1.0671128070659033
46,9,1.093796511474166
46,10,1.1204802158824285
46,11,1.1471639202906911
46,12,1.1738476246989538
46,13,1.2005313291072164
46,14,1.227215033515479
46,15,1.2538987379237416
46,16,1.2805824423320042
46,17,1.3072661467402669
46,18,1.3339498511485295
46,19,1.360633555556792
46,20,1.3873172599650547
46,21,1.4140009643733173
46,22,1.44068466878158
46,23,1.4673683731898426
46,24,1.4940520775981052
46,25,1.5207357820063678
46,26,1.5474194864146305
46,27,1.574103190822893
46,28,1.6007868952311557
46,29,1.6274705996394183
46,30,1.654154304047681
46,31,1.6808380084559436
46,32,1.7075217128642062
46,33,1.7342054172724688
46,34,1.7608891216807314
46,35,1.787572826088994
46,36,1.8142565304972567
46,37,1.8409402349055193
46,38,1.8676239393137817
46,39,1.8943076437220443
46,40,1.920991348130307
46,41,1.9476750525385695
46,42,1.9743587569468322
46,43,2.0010424613550946
46,44,2.027726165763357
46,45,2.05440987017162
46,46,2.0810935745798824
46,47,2.107777278988145
46,48,2.1344609833964077
46,49,2.1611446878046703
46,50,2.1611446878046703
47,1,0.8783400519463216
47,2,0.9050237563545842
47,3,0.9317074607628468
47,4,0.9583911651711094
47,5,0.9850748695793721
47,6,1.0117585739876347
47,7,1.0384422783958973
47,8,1.06512598280416
47,9,1.0918096872124226
47,10,1.1184933916206852
47,11,1.1451770960289478
47,12,1.1718608004372104
47,13,1.198544504845473
47,14,1.2252282092537357
47,15,1.2519119136619983
47,16,1.278595618070261
47,17,1.3052793224785235
47,18,1.3319630268867861
47,19,1.3586467312950488
47,20,1.3853304357033114
47,21,1.412014140111574
47,22,1.4386978445198366
47,23,1.4653815489280992
47,24,1.4920652533363619
47,25,1.5187489577446245
47,26,1.545432662152887
47,27,1.5721163665611497
47,28,1.5988000709694123
47,29,1.625483775377675
47,30,1.6521674797859376
47,31,1.6788511841942002
47,32,1.7055348886024628
47,33,1.7322185930107254
47,34,1.758902297418988
47,35,1.7855860018272507
47,36,1.8122697062355133
47,37,1.838953410643776
47,38,1.8656371150520383
47,39,1.892320819460301
47,40,1.9190045238685636
47,41,1.9456882282768262
47,42,1.9723719326850888
47,43,1.9990556370933514
47,44,2.0257393415016143
47,45,2.052423045909877
47,46,2.0791067503181395
47,47,2.105790454726402
47,48,2.1324741591346648
47,49,2.1591578635429274
47,50,2.1591578635429274
48,1,0.8763532276845781
48,2,0.9030369320928407
48,3,0.9297206365011034
48,4,0.956404340909366
48,5,0.9830880453176286
48,6,1.0097717497258911
48,7,1.0364554541341537
48,8,1.0631391585424164
48,9,1.089822862950679
48,10,1.1165065673589416
48,11,1.1431902717672042
48,12,1.1698739761754668
48,13,1.1965576805837295
48,14,1.223241384991992
48,15,1.2499250894002547
48,16,1.2766087938085173
48,17,1.30329249821678
48,18,1.3299762026250426
48,19,1.3566599070333052
48,20,1.3833436114415678
48,21,1.4100273158498304
48,22,1.436711020258093
48,23,1.4633947246663557
48,24,1.4900784290746183
48,25,1.516762133482881
48,26,1.5434458378911435
48,27,1.5701295422994062
48,28,1.5968132467076688
48,29,1.6234969511159314
48,30,1.650180655524194
48,31,1.6768643599324566
48,32,1.7035480643407193
48,33,1.7302317687489819
48,34,1.7569154731572445
48,35,1.7835991775655071
48,36,1.8102828819737697
48,37,1.8369665863820324
48,38,1.8636502907902948
48,39,1.8903339951985574
48,40,1.91701769960682
48,41,1.9437014040150826
48,42,1.9703851084233452
48,43,1.9970688128316079
48,44,2.0237525172398705
48,45,2.050436221648133
48,46,2.0771199260563957
48,47,2.1038036304646583
48,48,2.130487334872921
48,49,2.1571710392811836
48,50,2.1571710392811836
49,1,0.8743664034228348
49,2,0.9010501078310974
49,3,0.92773381223936
49,4,0.9544175166476226
49,5,0.9811012210558853
49,6,1.0077849254641478
49,7,1.0344686298724104
49,8,1.061152334280673
49,9,1.0878360386889356
49,10,1.1145197430971983
49,11,1.1412034475054609
49,12,1.1678871519137235
49,13,1.1945708563219861
49,14,1.2212545607302487
49,15,1.2479382651385114
49,16,1.274621969546774
49,17,1.3013056739550366
49,18,1.3279893783632992
49,19,1.3546730827715618
49,20,1.3813567871798245
49,21,1.408040491588087
49,22,1.4347241959963497
49,23,1.4614079004046123
49,24,1.488091604812875
49,25,1.5147753092211376
49,26,1.5414590136294002
49,27,1.5681427180376628
49,28,1.5948264224459254
49,29,1.621510126854188
49,30,1.6481938312624507
49,31,1.6748775356707133
49,32,1.701561240078976
49,33,1.7282449444872385
49,34,1.7549286488955012
49,35,1.7816123533037638
49,36,1.8082960577120264
49,37,1.834979762120289
49,38,1.8616634665285514
49,39,1.888347170936814
49,40,1.9150308753450767
49,41,1.9417145797533393
49,42,1.968398284161602
49,43,1.9950819885698645
49,44,2.021765692978127
49,45,2.0484493973863898
49,46,2.0751331017946524
49,47,2.101816806202915
49,48,2.1285005106111776
49,49,2.1551842150194402
49,50,2.1551842150194402
50,1,0.8723795791610914
50,2,0.899063283569354
50,3,0.9257469879776167
50,4,0.9524306923858793
50,5,0.9791143967941419
50,6,1.0057981012024044
50,7,1.032481805610667
50,8,1.0591655100189297
50,9,1.0858492144271923
50,10,1.112532918835455
50,11,1.1392166232437175
50,12,1.1659003276519802
50,13,1.1925840320602428
50,14,1.2192677364685054
50,15,1.245951440876768
50,16,1.2726351452850306
50,17,1.2993188496932933
50,18,1.3260025541015559
50,19,1.3526862585098185
50,20,1.3793699629180811
50,21,1.4060536673263437
50,22,1.4327373717346064
50,23,1.459421076142869
50,24,1.4861047805511316
50,25,1.5127884849593942
50,26,1.5394721893676568
50,27,1.5661558937759195
50,28,1.592839598184182
50,29,1.6195233025924447
50,30,1.6462070070007073
50,31,1.67289071140897
50,32,1.6995744158172326
50,33,1.7262581202254952
50,34,1.7529418246337578
50,35,1.7796255290420204
50,36,1.806309233450283
50,37,1.8329929378585457
50,38,1.859676642266808
50,39,1.8863603466750707
50,40,1.9130440510833333
50,41,1.939727755491596
50,42,1.9664114598998585
50,43,1.9930951643081212
50,44,2.019778868716384
50,45,2.0464625731246464
50,46,2.073146277532909
50,47,2.0998299819411717
50,48,2.1265136863494343
50,49,2.153197390757697
50,50,2.153197390757697
51,1,0.870392754899348
51,2,0.8970764593076106
51,3,0.9237601637158732
51,4,0.9504438681241358
51,5,0.9771275725323985
51,6,1.003811276940661
51,7,1.0304949813489237
51,8,1.0571786857571863
51,9,1.083862390165449
51,10,1.1105460945737116
51,11,1.1372297989819742
51,12,1.1639135033902368
51,13,1.1905972077984994
51,14,1.217280912206762
51,15,1.2439646166150247
51,16,1.2706483210232873
51,17,1.29733202543155
51,18,1.3240157298398125
51,19,1.350699434248075
51,20,1.3773831386563375
51,21,1.4040668430646002
51,22,1.4307505474728628
51,23,1.4574342518811254
51,24,1.484117956289388
51,25,1.5108016606976507
51,26,1.5374853651059133
51,27,1.564169069514176
51,28,1.5908527739224385
51,29,1.6175364783307011
51,30,1.6442201827389638
51,31,1.6709038871472264
51,32,1.697587591555489
51,33,1.7242712959637516
51,34,1.7509550003720142
51,35,1.7776387047802769
51,36,1.8043224091885395
51,37,1.831006113596802
51,38,1.8576898180050647
51,39,1.8843735224133273
51,40,1.91105722682159
51,41,1.9377409312298526
51,42,1.9644246356381152
51,43,1.9911083400463778
51,44,2.0177920444546404
51,45,2.044475748862903
51,46,2.0711594532711657
51,47,2.0978431576794283
51,48,2.124526862087691
51,49,2.1512105664959535
51,50,2.1512105664959535
52,1,0.8684059306376046
52,2,0.8950896350458672
52,3,0.9217733394541299
52,4,0.9484570438623925
52,5,0.9751407482706551
52,6,1.0018244526789177
52,7,1.0285081570871804
52,8,1.055191861495443
52,9,1.0818755659037056
52,10,1.1085592703119682
52,11,1.1352429747202308
52,12,1.1619266791284935
52,13,1.188610383536756
52,14,1.2152940879450187
52,15,1.2419777923532813
52,16,1.268661496761544
52,17,1.2953452011698066
52,18,1.3220289055780692
52,19,1.3487126099863316
52,20,1.3753963143945942
52,21,1.4020800188028568
52,22,1.4287637232111194
52,23,1.455447427619382
52,24,1.4821311320276447
52,25,1.5088148364359073
52,26,1.53549854084417
52,27,1.5621822452524325
52,28,1.5888659496606952
52,29,1.6155496540689578
52,30,1.6422333584772204
52,31,1.668917062885483
52,32,1.6956007672937456
52,33,1.7222844717020083
52,34,1.748968176110271
52,35,1.7756518805185335
52,36,1.8023355849267961
52,37,1.8290192893350588
52,38,1.8557029937433214
52,39,1.882386698151584
52,40,1.9090704025598466
52,41,1.9357541069681092
52,42,1.9624378113763719
52,43,1.9891215157846345
52,44,2.015805220192897
52,45,2.0424889246011597
52,46,2.0691726290094223
52,47,2.095856333417685
52,48,2.1225400378259476
52,49,2.14922374223421
52,50,2.14922374223421
53,1,0.8664191063758613
53,2,0.8931028107841239
53,3,0.9197865151923865
53,4,0.9464702196006491
53,5,0.9731539240089118
53,6,0.9998376284171744
53,7,1.026521332825437
53,8,1.0532050372336996
53,9,1.0798887416419622
53,10,1.1065724460502249
53,11,1.1332561504584875
53,12,1.15993985486675
53,13,1.1866235592750127
53,14,1.2133072636832753
53,15,1.239990968091538
53,16,1.2666746724998006
53,17,1.2933583769080632
53,18,1.3200420813163258
53,19,1.3467257857245882
53,20,1.3734094901328509
53,21,1.4000931945411135
53,22,1.426776898949376
53,23,1.4534606033576387
53,24,1.4801443077659013
53,25,1.506828012174164
53,26,1.5335117165824266
53,27,1.5601954209906892
53,28,1.5868791253989518
53,29,1.6135628298072144
53,30,1.640246534215477
53,31,1.6669302386237397
53,32,1.6936139430320023
53,33,1.720297647440265
53,34,1.7469813518485275
53,35,1.7736650562567902
53,36,1.8003487606650528
53,37,1.8270324650733154
53,38,1.853716169481578
53,39,1.8803998738898406
53,40,1.9070835782981033
53,41,1.9337672827063659
53,42,1.9604509871146285
53,43,1.9871346915228911
53,44,2.0138183959311537
53,45,2.0405021003394164
53,46,2.067185804747679
53,47,2.0938695091559416
53,48,2.1205532135642042
53,49,2.147236917972467
53,50,2.147236917972467
54,1,0.8644322821141178
54,2,0.8911159865223804
54,3,0.9177996909306431
54,4,0.9444833953389057
54,5,0.9711670997471683
54,6,0.9978508041554309
54,7,1.0245345085636934
54,8,1.051218212971956
54,9,1.0779019173802187
54,10,1.1045856217884813
54,11,1.131269326196744
54,12,1.1579530306050065
54,13,1.1846367350132692
54,14,1.2113204394215318
54,15,1.2380041438297944
54,16,1.264687848238057
54,17,1.2913715526463196
54,18,1.3180552570545823
54,19,1.3447389614628449
54,20,1.3714226658711075
54,21,1.3981063702793701
54,22,1.4247900746876327
54,23,1.4514737790958954
54,24,1.478157483504158
54,25,1.5048411879124206
54,26,1.5315248923206832
54,27,1.5582085967289458
54,28,1.5848923011372085
54,29,1.611576005545471
54,30,1.6382597099537337
54,31,1.6649434143619963
54,32,1.691627118770259
54,33,1.7183108231785216
54,34,1.7449945275867842
54,35,1.7716782319950468
54,36,1.7983619364033094
54,37,1.825045640811572
54,38,1.8517293452198347
54,39,1.8784130496280973
54,40,1.90509675403636
54,41,1.9317804584446225
54,42,1.9584641628528852
54,43,1.9851478672611478
54,44,2.0118315716694104
54,45,2.038515276077673
54,46,2.0651989804859356
54,47,2.0918826848941983
54,48,2.118566389302461
54,49,2.1452500937107235
54,50,2.1452500937107235
55,1,0.8624454578523745
55,2,0.8891291622606371
55,3,0.9158128666688997
55,4,0.9424965710771623
55,5,0.969180275485425
55,6,0.9958639798936876
55,7,1.02254768430195
55,8,1.0492313887102127
55,9,1.0759150931184753
55,10,1.102598797526738
55,11,1.1292825019350006
55,12,1.1559662063432632
55,13,1.1826499107515258
55,14,1.2093336151597884
55,15,1.236017319568051
55,16,1.2627010239763137
55,17,1.2893847283845763
55,18,1.316068432792839
55,19,1.3427521372011015
55,20,1.3694358416093642
55,21,1.3961195460176268
55,22,1.4228032504258894
55,23,1.449486954834152
55,24,1.4761706592424146
55,25,1.5028543636506773
55,26,1.5295380680589399
55,27,1.5562217724672025
55,28,1.5829054768754651
55,29,1.6095891812837277
55,30,1.6362728856919904
55,31,1.662956590100253
55,32,1.6896402945085156
55,33,1.7163239989167782
55,34,1.7430077033250408
55,35,1.7696914077333035
55,36,1.796375112141566
55,37,1.8230588165498287
55,38,1.8497425209580913
55,39,1.876426225366354
55,40,1.9031099297746166
55,41,1.9297936341828792
55,42,1.9564773385911418
55,43,1.9831610429994044
55,44,2.009844747407667
55,45,2.0365284518159297
55,46,2.0632121562241923
55,47,2.089895860632455
55,48,2.1165795650407175
55,49,2.14326326944898
55,50,2.14326326944898
56,1,0.8604586335906311
56,2,0.8871423379988937
56,3,0.9138260424071564
56,4,0.940509746815419
56,5,0.9671934512236816
56,6,0.9938771556319442
56,7,1.0205608600402067
56,8,1.0472445644484694
56,9,1.073928268856732
56,10,1.1006119732649946
56,11,1.1272956776732572
56,12,1.1539793820815198
56,13,1.1806630864897825
56,14,1.207346790898045
56,15,1.2340304953063077
56,16,1.2607141997145703
56,17,1.287397904122833
56,18,1.3140816085310956
56,19,1.3407653129393582
56,20,1.3674490173476208
56,21,1.3941327217558834
56,22,1.420816426164146
56,23,1.4475001305724087
56,24,1.4741838349806713
56,25,1.500867539388934
56,26,1.5275512437971965
56,27,1.5542349482054592
56,28,1.5809186526137218
56,29,1.6076023570219844
56,30,1.634286061430247
56,31,1.6609697658385096
56,32,1.6876534702467723
56,33,1.7143371746550349
56,34,1.7410208790632975
56,35,1.7677045834715601
56,36,1.7943882878798227
56,37,1.8210719922880854
56,38,1.847755696696348
56,39,1.8744394011046106
56,40,1.9011231055128732
56,41,1.9278068099211358
56,42,1.9544905143293985
56,43,1.981174218737661
56,44,2.0078579231459237
56,45,2.0345416275541863
56,46,2.061225331962449
56,47,2.0879090363707116
56,48,2.114592740778974
56,49,2.141276445187237
56,50,2.141276445187237
57,1,0.8584718093288877
57,2,0.8851555137371503
57,3,0.9118392181454129
57,4,0.9385229225536755
57,5,0.9652066269619382
57,6,0.9918903313702008
57,7,1.0185740357784634
57,8,1.045257740186726
57,9,1.0719414445949886
57,10,1.0986251490032513
57,11,1.1253088534115139
57,12,1.1519925578197765
57,13,1.1786762622280391
57,14,1.2053599666363017
57,15,1.2320436710445644
57,16,1.258727375452827
57,17,1.2854110798610896
57,18,1.3120947842693522
57,19,1.3387784886776148
57,20,1.3654621930858775
57,21,1.39214589749414
57,22,1.4188296019024027
57,23,1.4455133063106653
57,24,1.472197010718928
57,25,1.4988807151271906
57,26,1.5255644195354532
57,27,1.5522481239437158
57,28,1.5789318283519784
57,29,1.605615532760241
57,30,1.6322992371685037
57,31,1.6589829415767663
57,32,1.685666645985029
57,33,1.7123503503932915
57,34,1.7390340548015542
57,35,1.7657177592098168
57,36,1.7924014636180794
57,37,1.819085168026342
57,38,1.8457688724346044
57,39,1.872452576842867
57,40,1.8991362812511297
57,41,1.9258199856593923
57,42,1.952503690067655
57,43,1.9791873944759175
57,44,2.00587109888418
57,45,2.0325548032924425
57,46,2.059238507700705
57,47,2.0859222121089678
57,48,2.1126059165172304
57,49,2.139289620925493
57,50,2.139289620925493
58,1,0.8564849850671443
58,2,0.8831686894754069
58,3,0.9098523938836696
58,4,0.9365360982919322
58,5,0.9632198027001948
58,6,0.9899035071084574
58,7,1.01658721151672
58,8,1.0432709159249827
58,9,1.0699546203332453
58,10,1.096638324741508
58,11,1.1233220291497705
58,12,1.1500057335580331
58,13,1.1766894379662958
58,14,1.2033731423745584
58,15,1.230056846782821
58,16,1.2567405511910836
58,17,1.2834242555993463
58,18,1.3101079600076089
58,19,1.3367916644158715
58,20,1.3634753688241341
58,21,1.3901590732323967
58,22,1.4168427776406594
58,23,1.443526482048922
58,24,1.4702101864571846
58,25,1.4968938908654472
58,26,1.5235775952737098
58,27,1.5502612996819725
58,28,1.576945004090235
58,29,1.6036287084984977
58,30,1.6303124129067603
58,31,1.656996117315023
58,32,1.6836798217232856
58,33,1.7103635261315482
58,34,1.7370472305398108
58,35,1.7637309349480734
58,36,1.790414639356336
58,37,1.8170983437645987
58,38,1.843782048172861
58,39,1.8704657525811237
58,40,1.8971494569893863
58,41,1.923833161397649
58,42,1.9505168658059115
58,43,1.9772005702141742
58,44,2.003884274622437
58,45,2.0305679790306996
58,46,2.0572516834389623
58,47,2.083935387847225
58,48,2.1106190922554875
58,49,2.13730279666375
58,50,2.13730279666375
59,1,0.854498160805401
59,2,0.8811818652136636
59,3,0.9078655696219262
59,4,0.9345492740301888
59,5,0.9612329784384515
59,6,0.9879166828467141
59,7,1.0146003872549767
59,8,1.0412840916632393
59,9,1.067967796071502
59,10,1.0946515004797646
59,11,1.1213352048880272
59,12,1.1480189092962898
59,13,1.1747026137045524
59,14,1.201386318112815
59,15,1.2280700225210777
59,16,1.2547537269293403
59,17,1.281437431337603
59,18,1.3081211357458655
59,19,1.3348048401541281
59,20,1.3614885445623908
59,21,1.3881722489706534
59,22,1.414855953378916
59,23,1.4415396577871786
59,24,1.4682233621954413
59,25,1.4949070666037039
59,26,1.5215907710119665
59,27,1.5482744754202291
59,28,1.5749581798284917
59,29,1.6016418842367544
59,30,1.628325588645017
59,31,1.6550092930532796
59,32,1.6816929974615422
59,33,1.7083767018698048
59,34,1.7350604062780675
59,35,1.76174411068633
59,36,1.7884278150945927
59,37,1.8151115195028553
59,38,1.8417952239111177
59,39,1.8684789283193803
59,40,1.895162632727643
59,41,1.9218463371359056
59,42,1.9485300415441682
59,43,1.9752137459524308
59,44,2.001897450360693
59,45,2.028581154768956
59,46,2.0552648591772185
59,47,2.081948563585481
59,48,2.1086322679937437
59,49,2.1353159724020063
59,50,2.1353159724020063
60,1,0.8525113365436576
60,2,0.8791950409519202
60,3,0.9058787453601829
60,4,0.9325624497684455
60,5,0.9592461541767081
60,6,0.9859298585849707
60,7,1.0126135629932334
60,8,1.039297267401496
60,9,1.0659809718097586
60,10,1.0926646762180212
60,11,1.1193483806262838
60,12,1.1460320850345465
60,13,1.172715789442809
60,14,1.1993994938510717
60,15,1.2260831982593343
60,16,1.252766902667597
60,17,1.2794506070758596
60,18,1.3061343114841222
60,19,1.3328180158923848
60,20,1.3595017203006474
60,21,1.38618542470891
60,22,1.4128691291171727
60,23,1.4395528335254353
60,24,1.466236537933698
60,25,1.4929202423419605
60,26,1.5196039467502231
60,27,1.5462876511584858
60,28,1.5729713555667484
60,29,1.599655059975011
60,30,1.6263387643832736
60,31,1.6530224687915362
60,32,1.6797061731997989
60,33,1.7063898776080615
60,34,1.733073582016324
60,35,1.7597572864245867
60,36,1.7864409908328494
60,37,1.813124695241112
60,38,1.8398083996493744
60,39,1.866492104057637
60,40,1.8931758084658996
60,41,1.9198595128741622
60,42,1.9465432172824249
60,43,1.9732269216906875
60,44,1.99991062609895
60,45,2.026594330507213
60,46,2.0532780349154756
60,47,2.079961739323738
60,48,2.106645443732001
60,49,2.1333291481402634
60,50,2.1333291481402634
61,1,0.8505245122819142
61,2,0.8772082166901768
61,3,0.9038919210984394
61,4,0.930575625506702
61,5,0.9572593299149647
61,6,0.9839430343232273
61,7,1.0106267387314898
61,8,1.0373104431397524
61,9,1.063994147548015
61,10,1.0906778519562776
61,11,1.1173615563645403
61,12,1.1440452607728029
61,13,1.1707289651810655
61,14,1.1974126695893281
61,15,1.2240963739975907
61,16,1.2507800784058534
61,17,1.277463782814116
61,18,1.3041474872223786
61,19,1.3308311916306412
61,20,1.3575148960389039
61,21,1.3841986004471665
61,22,1.410882304855429
61,23,1.4375660092636917
61,24,1.4642497136719543
61,25,1.490933418080217
61,26,1.5176171224884796
61,27,1.5443008268967422
61,28,1.5709845313050048
61,29,1.5976682357132674
61,30,1.62435194012153
61,31,1.6510356445297927
61,32,1.6777193489380553
61,33,1.704403053346318
61,34,1.7310867577545805
61,35,1.7577704621628432
61,36,1.7844541665711058
61,37,1.8111378709793684
61,38,1.8378215753876308
61,39,1.8645052797958934
61,40,1.891188984204156
61,41,1.9178726886124187
61,42,1.9445563930206813
61,43,1.971240097428944
61,44,1.9979238018372065
61,45,2.024607506245469
61,46,2.0512912106537318
61,47,2.0779749150619944
61,48,2.104658619470257
61,49,2.1313423238785196
61,50,2.1313423238785196
62,1,0.8485376880201708
62,2,0.8752213924284334
62,3,0.9019050968366961
62,4,0.9285888012449587
62,5,0.9552725056532213
62,6,0.9819562100614839
62,7,1.0086399144697464
62,8,1.035323618878009
62,9,1.0620073232862717
62,10,1.0886910276945343
62,11,1.115374732102797
62,12,1.1420584365110595
62,13,1.1687421409193222
62,14,1.1954258453275848
62,15,1.2221095497358474
62,16,1.24879325414411
62,17,1.2754769585523726
62,18,1.3021606629606353
62,19,1.3288443673688979
62,20,1.3555280717771605
62,21,1.3822117761854231
62,22,1.4088954805936857
62,23,1.4355791850019484
62,24,1.462262889410211
62,25,1.4889465938184736
62,26,1.5156302982267362
62,27,1.5423140026349988
62,28,1.5689977070432615
62,29,1.595681411451524
62,30,1.6223651158597867
62,31,1.6490488202680493
62,32,1.675732524676312
62,33,1.7024162290845746
62,34,1.7290999334928372
62,35,1.7557836379010998
62,36,1.7824673423093624
62,37,1.809151046717625
62,38,1.8358347511258875
62,39,1.86251845553415
62,40,1.8892021599424127
62,41,1.9158858643506753
62,42,1.942569568758938
62,43,1.9692532731672006
62,44,1.9959369775754632
62,45,2.022620681983726
62,46,2.0493043863919884
62,47,2.075988090800251
62,48,2.1026717952085137
62,49,2.1293554996167763
62,50,2.1293554996167763
63,1,0.8465508637584274
63,2,0.87323456816669
63,3,0.8999182725749526
63,4,0.9266019769832152
63,5,0.9532856813914778
63,6,0.9799693857997405
63,7,1.006653090208003
63,8,1.0333367946162657
63,9,1.0600204990245283
63,10,1.086704203432791
63,11,1.1133879078410536
63,12,1.1400716122493162
63,13,1.1667553166575788
63,14,1.1934390210658414
63,15,1.220122725474104
63,16,1.2468064298823667
63,17,1.2734901342906293
63,18,1.300173838698892
63,19,1.3268575431071543
63,20,1.353541247515417
63,21,1.3802249519236796
63,22,1.4069086563319422
63,23,1.4335923607402048
63,24,1.4602760651484674
63,25,1.48695976955673
63,26,1.5136434739649927
63,27,1.5403271783732553
63,28,1.567010882781518
63,29,1.5936945871897805
63,30,1.6203782915980431
63,31,1.6470619960063058
63,32,1.6737457004145684
63,33,1.700429404822831
63,34,1.7271131092310936
63,35,1.7537968136393562
63,36,1.7804805180476189
63,37,1.8071642224558815
63,38,1.833847926864144
63,39,1.8605316312724067
63,40,1.8872153356806693
63,41,1.913899040088932
63,42,1.9405827444971946
63,43,1.9672664489054572
63,44,1.9939501533137198
63,45,2.0206338577219825
63,46,2.047317562130245
63,47,2.0740012665385077
63,48,2.1006849709467703
63,49,2.127368675355033
63,50,2.127368675355033
64,1,0.844564039496684
64,2,0.8712477439049466
64,3,0.8979314483132093
64,4,0.9246151527214719
64,5,0.9512988571297345
64,6,0.9779825615379971
64,7,1.0046662659462597
64,8,1.0313499703545224
64,9,1.058033674762785
64,10,1.0847173791710476
64,11,1.1114010835793102
64,12,1.1380847879875728
64,13,1.1647684923958355
64,14,1.191452196804098
64,15,1.2181359012123607
64,16,1.2448196056206233
64,17,1.271503310028886
64,18,1.2981870144371486
64,19,1.324870718845411
64,20,1.3515544232536736
64,21,1.3782381276619362
64,22,1.4049218320701988
64,23,1.4316055364784614
64,24,1.458289240886724
64,25,1.4849729452949867
64,26,1.5116566497032493
64,27,1.538340354111512
64,28,1.5650240585197746
64,29,1.5917077629280372
64,30,1.6183914673362998
64,31,1.6450751717445624
64,32,1.671758876152825
64,33,1.6984425805610877
64,34,1.7251262849693503
64,35,1.751809989377613
64,36,1.7784936937858755
64,37,1.8051773981941381
64,38,1.8318611026024008
64,39,1.8585448070106634
64,40,1.885228511418926
64,41,1.9119122158271886
64,42,1.9385959202354512
64,43,1.9652796246437139
64,44,1.9919633290519765
64,45,2.018647033460239
64,46,2.0453307378685017
64,47,2.0720144422767643
64,48,2.098698146685027
64,49,2.1253818510932896
64,50,2.1253818510932896
65,1,0.8425772152349407
65,2,0.8692609196432033
65,3,0.8959446240514659
65,4,0.9226283284597285
65,5,0.9493120328679912
65,6,0.9759957372762538
65,7,1.0026794416845164
65,8,1.029363146092779
65,9,1.0560468505010416
65,10,1.0827305549093043
65,11,1.1094142593175669
65,12,1.1360979637258295
65,13,1.1627816681340921
65,14,1.1894653725423547
65,15,1.2161490769506174
65,16,1.24283278135888
65,17,1.2695164857671426
65,18,1.2962001901754052
65,19,1.3228838945836676
65,20,1.3495675989919302
65,21,1.3762513034001929
65,22,1.4029350078084555
65,23,1.429618712216718
65,24,1.4563024166249807
65,25,1.4829861210332433
65,26,1.509669825441506
65,27,1.5363535298497686
65,28,1.5630372342580312
65,29,1.5897209386662938
65,30,1.6164046430745564
65,31,1.643088347482819
65,32,1.6697720518910817
65,33,1.6964557562993443
65,34,1.723139460707607
65,35,1.7498231651158695
65,36,1.7765068695241322
65,37,1.8031905739323948
65,38,1.8298742783406574
65,39,1.85655798274892
65,40,1.8832416871571827
65,41,1.9099253915654453
65,42,1.936609095973708
65,43,1.9632928003819705
65,44,1.9899765047902331
65,45,2.0166602091984958
65,46,2.0433439136067584
65,47,2.070027618015021
